date,open,high,low,close,volume,tic,daily_return,log_return,sma_10,sma_30,volatility_10
2022-06-08,146.23392365623158,147.50354794884595,145.13161326153673,145.62371826171875,53950200,AAPL,0.0,0.0,0.0,0.0,0.0
2022-06-09,144.75760527366657,145.61386314826538,140.2794468730643,140.38771057128906,69473000,AAPL,-0.03595573408597763,-0.036618066427887834,0.0,0.0,0.0
2022-06-10,138.06497716276021,138.53739375627023,134.89581977133565,134.9647216796875,91437900,AAPL,-0.038628658231788515,-0.0393945328201044,0.0,0.0,0.0
2022-06-13,130.77201173898712,133.06522343462848,129.36459828330814,129.7976531982422,122207100,AAPL,-0.038284585906147695,-0.03903669942723911,0.0,0.0,0.0
2022-06-14,131.0278947539339,131.77588901971137,129.40393908646058,130.66372680664062,84784300,AAPL,0.006672490503935924,0.006650327970744496,0.0,0.0,0.0
2022-06-15,132.16955091202541,135.1713943388265,130.07319387777778,133.2915496826172,91533000,AAPL,0.02011134184061114,0.019911780006071748,0.0,0.0,0.0
2022-06-16,129.99445602178534,130.29955871287268,127.00244927117835,128.00634765625,108123900,AAPL,-0.039651441062481974,-0.04045897819207494,0.0,0.0,0.0
2022-06-17,128.0162178037558,130.97868486516475,127.76031356055556,129.48268127441406,134520300,AAPL,0.011533284444054548,0.011467283109041444,0.0,0.0,0.0
2022-06-21,131.31328286822668,134.8958062983936,131.21487088907804,133.72459411621094,81000500,AAPL,0.03276046495211937,0.03223528033671078,0.0,0.0,0.0
2022-06-22,132.66165937450523,135.5847642777482,131.7955647861074,133.21282958984375,73409200,AAPL,-0.003827003774058535,-0.003834345490171294,133.9155532836914,0.0,0.0
2022-06-23,134.65961425641447,136.40165507690898,133.48840199836928,136.0867156982422,72433800,AAPL,0.021573643599096304,0.021344226263898262,132.96185302734375,0.0,0.02920505093935037
2022-06-24,137.6909831751248,139.66925503284406,137.56304607780373,139.42320251464844,89116800,AAPL,0.024517358650969046,0.02422163208765415,132.8654022216797,0.0,0.028628371051420926
2022-06-27,140.4467743824865,141.2243087499828,138.74409516157192,139.42320251464844,70207900,AAPL,0.0,0.0,133.31125030517578,0.0,0.0252178241896121
2022-06-28,139.8857683457784,141.15539260379745,135.15172077587945,135.2698211669922,67083400,AAPL,-0.02978974283150526,-0.030242471006235696,133.85846710205078,0.0,0.02368612777527657
2022-06-29,135.28954440451295,138.4488508230255,134.51200991522234,137.03158569335938,66242400,AAPL,0.013024076702166099,0.012939992705881425,134.49525299072266,0.0,0.0238434905953603
2022-06-30,135.0828637784788,136.18517450960888,131.65781613685516,134.5612335205078,98964500,AAPL,-0.0180276113740635,-0.0181920885118382,134.62222137451172,0.0,0.02419485932223243
2022-07-01,133.89194605156405,136.84457658654097,133.51795639594204,136.73631286621094,71051600,AAPL,0.016164234592659588,0.01603498431374589,135.4952178955078,0.0,0.019614159931159867
2022-07-05,135.59463354770725,139.37399683516924,134.767885626568,139.3247833251953,73353800,AAPL,0.018930380706674743,0.018753430715886983,136.47942810058595,0.0,0.01994765715908748
2022-07-06,139.11806739782315,141.8443178517002,138.8523265350572,140.66326904296875,74064300,AAPL,0.009606946343848177,0.009561093074177593,137.1732955932617,0.0,0.017994738926510257
2022-07-07,141.02745853360616,144.23599306904134,141.0176218390398,144.03915405273438,66253700,AAPL,0.023999762217486786,0.023716294407803522,138.25592803955078,0.0,0.018581395905293317
2022-07-08,142.96633860975416,145.22018791054785,142.7104494172261,144.71823120117188,64547800,AAPL,0.004714531634842034,0.004703453037194313,139.11907958984375,0.0,0.017970103996956196
2022-07-11,143.3698906543045,144.3245757006066,141.50973407273898,142.58251953125,63141600,AAPL,-0.014757723696560587,-0.014867702264380021,139.4350112915039,0.0,0.017853276362246734
2022-07-12,143.4584425008562,146.10596977247354,142.7596618190989,143.55686950683594,77588800,AAPL,0.0068335864648008116,0.0068103433419929894,139.84837799072267,0.0,0.017888165350203544
2022-07-13,140.73217850583993,144.1375363377061,139.87590568375293,143.1927032470703,71185600,AAPL,-0.002536738652888282,-0.0025399616260990735,140.64066619873046,0.0,0.013876842883103865
2022-07-14,141.80498974783282,146.5980880188513,140.9880935814835,146.12567138671875,78140700,AAPL,0.020482664780675064,0.020275716137372262,141.5500747680664,0.0,0.014483213447263296
2022-07-15,147.4149715696043,148.47792016432717,145.85991797831633,147.79881286621094,76259900,AAPL,0.011450017396767098,0.011384962066392498,142.87383270263672,0.0,0.011637861226890684
2022-07-18,148.35980548278783,149.17670150055542,144.38358908348172,144.7477569580078,81420900,AAPL,-0.020643304564056053,-0.02085935609277304,143.67497711181642,0.0,0.014731710239570787
2022-07-19,145.58435379595355,148.8420867705286,144.59030701772662,148.61572265625,82982400,AAPL,0.026722111482282207,0.026371311549707226,144.60407104492188,0.0,0.015650386868591774
2022-07-20,148.73382307964516,151.29277530503674,147.99566551668846,150.62350463867188,64823400,AAPL,0.013509889441952971,0.013419444575141274,145.6000946044922,0.0,0.015782457631739914
2022-07-21,152.06044916137068,153.11356109876007,149.54087389527504,152.89703369140625,65086600,AAPL,0.015094118664867873,0.014981335943437021,146.4858825683594,139.55245463053384,0.01496529744476397
2022-07-22,152.93642821672114,153.8123747274524,150.98769615131408,151.65695190429688,66675400,AAPL,-0.008110567989253803,-0.008143637575940995,147.17975463867188,139.7535624186198,0.015622897888904374
2022-07-25,151.57820300519043,152.5919382797309,149.87552361463057,150.53494262695312,53623900,AAPL,-0.0073983372555963545,-0.007425840689756745,147.9749969482422,140.09180348714193,0.014740445960199444
2022-07-26,149.8558049610543,150.67270104012428,148.41886681163666,149.20623779296875,55138700,AAPL,-0.008826554225865646,-0.008865739003731356,148.53993377685546,140.56652069091797,0.015396013388424896
2022-07-27,150.17075457850913,154.84575179759253,149.75738820549032,154.31427001953125,78620700,AAPL,0.03423470963492936,0.03366174223746145,149.65209045410157,141.3837412516276,0.01779349390075582
2022-07-28,154.50129531236348,155.15087757432116,151.97188319707365,154.86546325683594,81378700,AAPL,0.0035718876629811103,0.003565523622166295,150.52606964111328,142.19046579996746,0.017234156472440167
2022-07-29,158.6940186370959,161.0462798301135,156.981487908036,159.94395446777344,101786900,AAPL,0.03279292299352177,0.032266708274225724,151.74058380126954,143.078879292806,0.01914407550854291
2022-08-01,158.4676575395611,161.00692131549803,158.34955713719083,158.9597625732422,67829400,AAPL,-0.006153354766088137,-0.006172364676796502,153.16178436279296,144.11065979003905,0.01715259777414583
2022-08-02,157.57203453166576,159.84555733737668,157.10945460814798,157.4834442138672,59907000,AAPL,-0.009287371442158299,-0.009330767978469334,154.04855651855468,145.0440185546875,0.016933918409334538
